pubtime,medium_code,medium_name,rubric,language,char_count,head,subhead,length,year,text,meta,x,y,label
2022-01-30 23:00:00+00:00,TA,Tages-Anzeiger,Hintergrund,German,9517,Warum Austin die Kalifornier anlockt,,9148,2022,Seit Anfang 2020 sind Hunderttausende aus dem Silicon Valley nach Texas gezogen.,"01/30/2022, TA",4.9693494,6.1556964,unlabeled
2021-11-29 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,7540,In den USA grassiert eine Rhetorik der Gewalt,"Manche Republikaner suggerieren, der Bürgerkrieg stehe unmittelbar bevor, aber auch Linke tendieren zur Dämonisierung der Gegner",7320,2021,"Die Apokalyptik, die darin zum Ausdruck komme, sei gewissermassen die Kehrseite des Exzeptionalismus, also der Vorstellung, dass die USA unter allen Staaten der Welt eine Sonderstellung einnähmen.","11/29/2021, NZZ",6.3465905,2.580103,unlabeled
2021-12-12 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,8279,Die «New York Times» schreibt ihre eigene Geschichte,Wegen Einseitigkeiten und Halbwahrheiten steht die renommierte Tageszeitung in der Kritik,8002,2021,"Darum feierte die «New York Times» die Zukunft, die Stalin oder Castro verhiessen.","12/12/2021, NZZ",5.7284403,4.3849273,unlabeled
2022-07-25 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,8555,Unsere Universitäten brauchen eine Revolution,"Das Bildungswesen verliert sich im Aktivismus. Um das kritische Denken zu fördern, sind neue Institutionen nötig. Von Ayaan Hirsi Ali",8438,2022,"Yale und Harvard ähneln inzwischen dem mythischen Uroboros, der Schlange, die sich in den eigenen Schwanz beisst, um ihren unbändigen Hunger zu stillen – jenen nach Konformität.","07/25/2022, NZZ",5.019016,2.1530864,unlabeled
2021-05-07 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,10576,Irgendwann kollabiert das Absurde unter seinem eigenen Gewicht,"Umbenennen, verbannen, canceln: Wohlmeinende Umstürzler sind in Europa am Werk. Wohin das führt, ist abzusehen.",10442,2021,"«Befehle das doch dem Wind und Feuer, nicht mir!»","05/07/2021, NZZ",2.4111714,3.7528665,unlabeled
2022-01-30 23:00:00+00:00,TA,Tages-Anzeiger,Hintergrund,German,9517,Warum Austin die Kalifornier anlockt,,9148,2022,"Aber die gleichen Leute sind oft auch für Legalisierung von Marihuana, für soziale Grundsicherung wie für eine umfassende Krankenversicherung, sie setzen sich ein für gleichgeschlechtliche Ehen und das Recht, über eine Abtreibung selbst entscheiden zu dürfen.","01/30/2022, TA",4.2054286,0.775953,unlabeled
2021-04-18 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,11869,«Aktivistischer Journalismus ist langweilig – aber er macht süchtig»,"Der Reporter und Autor Matt Taibbi zählt in den Vereinigten Staaten zu den bekanntesten Kritikern der etablierten Medien. Im Gespräch mit Marc Neumann rechnet er mit seinen Kollegen ab – und zeigt auf, wo noch Publikum zu gewinnen wäre",11599,2021,Ein provokativer Journalist mne.,"04/18/2021, NZZ",4.549277,4.1254478,unlabeled
2022-11-06 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,12368,«Keine Sorge: Ich kann mich wehren»,,12092,2022,"Man konnte sich das gar nicht vorstellen, die ganze Fragmentierung in den Filterblasen.","11/06/2022, NZZ",1.3535436,3.3131692,unlabeled
2022-03-20 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9717,Wokeness wird zum Wahn,In San Francisco wächst der Widerstand gegen die neue Gegenaufklärung namens «Critical Race Theory». Von Josef Joffe,9570,2022,Es war eine feine Absicht.,"03/20/2022, NZZ",1.0917432,3.420452,unlabeled
2021-04-15 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,12305,«Foucault lachte über Pädophilie»,"Hat Michel Foucault Buben missbraucht? Von diesen Gerüchten hält Pascal Bruckner wenig. Aber im Gespräch mit Claudia Mäder blickt der Pariser Essayist kritisch auf die Verblendung, die in linken Kreisen nach 1968 lange herrschte",12056,2021,"Als Alain Finkielkraut im jüngsten Inzest- und Pädophilieskandal eine Unterscheidung machen wollte zwischen Kindern und Teenagern, hat der TV-Sender die Zusammenarbeit mit ihm beendet.","04/15/2021, NZZ",4.8635345,3.4414382,unlabeled
2022-10-25 22:00:00+00:00,TA,Tages-Anzeiger,Debatte,German,3522,Der Feminist und Mansplainer,,3359,2022,"Lobo sei auch «stellvertretend für diese Berliner Blase und woke Möchtegern-Meinungsmeier, die im Namen des Feminismus ‹sexpositiven› Neusprech predigen» gekürt worden, heisst es.","10/25/2022, TA",4.778141,4.003608,unlabeled
2022-12-28 23:00:00+00:00,TA,Tages-Anzeiger,Schweiz,German,7347,«Ich gebe gern kindliche Antworten auf ernste Fragen»,,6850,2022,"Wenn ich mir die Ausstellung «Gezeichnet 2022» anschaue, die derzeit gerade im Museum für Kommunikation in Bern stattfindet und die von 50 Schweizer Presse-Karikaturistinnen und -Karikaturisten je die besten fünf Arbeiten des Jahres zeigt, dann kann man nicht von einer Krise reden … Aber für Sie persönlich?","12/28/2022, TA",1.2275757,5.010292,unlabeled
2021-01-06 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9981,"«Wenn ich noch irgendwo die Saat und die Idee der Zukunft sehe, so nur bei uns»",Fjodor Dostojewskis Werk scheint zweihundert Jahre nach seiner Geburt aktueller denn je. In zahlreichen Fragen vertritt der Schriftsteller pointierte Positionen. Ulrich M. Schmid hat sich auf klandestinen Wegen mit dem russischen Romancier unterhalten,9777,2021,Und wie blicken Sie auf die Schweizer?,"01/06/2021, NZZ",0.013360755,4.713025,unlabeled
2022-11-08 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5920,Die Kulturkämpfer der Mitte blasen zum Angriff,Die bürgerliche Denkfabrik R21 hat in Berlin zur kulturellen Gegenmobilisierung aufgerufen. Woke Identitätspolitik bedrohe Freiheit und Demokratie,5749,2022,Die These: Die offene und freie Gesellschaft muss gegen Identitäre von links und rechts geschützt werden.,"11/08/2022, NZZ",3.8662295,1.7434176,unlabeled
2020-11-02 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,9583,Kultur der Anbiederung,"Medien entschuldigen sich für kritische Artikel, Firmen entlassen Angestellte, Verlage trennen sich von Autorinnen, Richter biedern sich bei Klimaaktivisten an: Wie die Shitstorm- und Empörungskultur gerade die Welt verändert. Von Lucien Scherrer",9504,2020,"Wie das funktioniert, konnte man in den letzten Monaten unter anderem im Zuge der «Black Lives Matter»-Proteste beobachten.","11/02/2020, NZZ",5.413877,1.7135671,unlabeled
2021-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20333,"«Ich bin aktuell vielleicht erfolgreich, aber habe ich es deshalb geschafft?»",,19682,2021,Deshalb ist das Denken manchmal auch so eng und schmal.,"05/31/2021, NZZ",1.4801857,2.3266947,unlabeled
2021-06-17 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,9456,Sie kann nur verlieren,,9105,2021,Dabei dürfte es sie eigentlich gar nicht mehr geben.,"06/17/2021, TA",1.6632472,2.6226487,unlabeled
2022-11-24 23:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,9447,«Niemand soll sich verstecken müssen»,,9026,2022,"Zu Katar nehme ich lieber keine Stellung, weil ich mich damit zu wenig beschäftigt habe.","11/24/2022, TA",1.1087552,2.2628624,unlabeled
2022-10-25 22:00:00+00:00,TA,Tages-Anzeiger,Debatte,German,3522,Der Feminist und Mansplainer,,3359,2022,"Bekannt wurde er Anfang der Nullerjahre als Werber, Blogger und Autor, der dem staunenden Pöbel das Internet erklärte – und warum er es als digitaler Bohémien besser versteht als jeder andere.","10/25/2022, TA",4.892391,4.221471,unlabeled
2022-12-30 23:00:00+00:00,TA,Tages-Anzeiger,Und jetzt?,German,17211,"«So wie bisher geht es nicht weiter, wir müssen neue Formen finden»",,16898,2022,Und ich komme auch nicht im Pyjama in einen Gourmettempel.,"12/30/2022, TA",0.82382584,2.158059,unlabeled
2021-11-25 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,19259,"Unheimliche Brüder, bigotte Schwestern","Die islamistische Muslimbruderschaft und ihre Sympathisanten streben in Europa nach Macht und Einfluss. Offiziell hat niemand etwas mit ihnen zu tun, aber die Realität sieht anders aus. Von Lucien Scherrer",19021,2021,Islamischer Gelehrter Hassan al-Banna,"11/25/2021, NZZ",6.8676305,0.98839027,unlabeled
2022-03-28 22:00:00+00:00,TA,Tages-Anzeiger,Debatte,German,3545,Er bekämpft unseren inneren Putin,,3386,2022,"Weil es sich immer wieder als wahr erweist, könnte man meinen, Godwins Gesetz sei vor Urzeiten aufgestellt worden, sei etwa von einem antiken oder altindischen Denker abgeleitet.","03/28/2022, TA",5.1608524,3.2401402,unlabeled
2022-08-02 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6768,Beyoncé macht den Feminismus tanzbar,Die Sängerin widmet ihr neues Album der Disco-Ära. Und erteilt den Männern eine Lektion,6543,2022,All the boys want my honey.»,"08/02/2022, NZZ",1.2784691,3.8969955,unlabeled
2022-12-30 23:00:00+00:00,TA,Tages-Anzeiger,Und jetzt?,German,17211,"«So wie bisher geht es nicht weiter, wir müssen neue Formen finden»",,16898,2022,"Diesen Menschen bringt es viel, wenn solche Themen in der Öffentlichkeit diskutiert werden.","12/30/2022, TA",2.9335675,2.6203022,unlabeled
2021-04-18 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,11869,«Aktivistischer Journalismus ist langweilig – aber er macht süchtig»,"Der Reporter und Autor Matt Taibbi zählt in den Vereinigten Staaten zu den bekanntesten Kritikern der etablierten Medien. Im Gespräch mit Marc Neumann rechnet er mit seinen Kollegen ab – und zeigt auf, wo noch Publikum zu gewinnen wäre",11599,2021,Aber persönliche Gefühle kann man nicht eliminieren.,"04/18/2021, NZZ",1.2393546,1.9952805,unlabeled
2022-05-20 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Front,German,8389,Inflation des Leichtsinns,"Die Preise steigen weltweit in hohem Tempo. Dies nur mit dem Ukraine-Krieg zu erklären, taugt nicht als Ausrede. Vielmehr haben die grossen Zentralbanken während Jahren geradezu fahrlässig gehandelt. Das rächt sich nun.",8307,2022,"«Dieses Mal ist alles anders», lautete das Credo – eine Maxime, die sich nun einmal mehr als Irrglaube herausstellt.","05/20/2022, NZZ",1.51714,3.3526647,unlabeled
2022-07-07 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,7137,"«Klar, sieht er doof aus, aber ist er nicht süss?»",Barbie kommt ins Kino: Erste Bilder bringen das Internet zum Hyperventilieren,6867,2022,"Das amerikanische Unternehmen wusste, dass es in der Pleite enden kann, an den dominanten ideologischen Trends der Zeit vorbei zu produzieren.","07/07/2022, NZZ",3.3886013,0.8103546,unlabeled
2021-06-17 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,9456,Sie kann nur verlieren,,9105,2021,"Aber klar, das ist dann auch schon die Königsklasse der Unterhaltung.","06/17/2021, TA",2.2259529,3.8953483,unlabeled
2022-11-15 23:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,10664,Ein Theater für die Woke-Blase?,,10190,2022,"Unerträglich, wenn man zum 17. Mal das Gleiche sieht.","11/15/2022, TA",0.93448204,3.4890823,unlabeled
2022-09-12 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,8956,Was bedeutet eigentlich «sexuelle Identität»?,"Gender-Aktivisten krempeln mit Vehemenz die Sprache um. Dass wir dabei den Durchblick verlieren, ist gewollt. Gastkommentar von Rieke Hümpel",8672,2022,"Das sind die bereits angewandten Methoden der Cancel-Culture, Andersdenkende werden zum Kuschen gezwungen.","09/12/2022, NZZ",4.024336,1.9129474,unlabeled
2019-01-17 23:00:00+00:00,TA,Tages-Anzeiger,Meinungen,German,2208,Rasiermesserscharf,,2083,2019,"Klar, gehts um Aufmerksamkeit: Schlau gemachte Werbung aktiviert heute den Empörungsgestus, düngt den Spaltpilz in der Gesellschaft ebenso, wie Politiker es tun.","01/17/2019, TA",3.6469278,1.7099968,unlabeled
2021-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,20333,"«Ich bin aktuell vielleicht erfolgreich, aber habe ich es deshalb geschafft?»",,19682,2021,"Sie hatte früher ein anderes Image als heute, sie war sehr akademisch.","05/31/2021, NZZ",4.013212,4.990398,unlabeled
2022-11-06 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,12368,«Keine Sorge: Ich kann mich wehren»,,12092,2022,Warum hätte ich eine erwerben sollen?,"11/06/2022, NZZ",0.20559871,4.680048,unlabeled
2021-05-30 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,5609,Erst der Moralismus und dann die Moral,"Identitäres Denken befördert leider oft das, was es zu überwinden behauptet: das Trennende. Über ein tiefsitzendes Missverständnis. Gastkommentar von Jürg Halter",5519,2021,"Diese Form des bevormundenden, positiven Rassismus akademisch-linksidentitärer Prägung sollte aber genauso wie der rechtsidentitäre Rassismus kritisiert werden.","05/30/2021, NZZ",5.11602,1.701996,unlabeled
2021-05-30 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,5609,Erst der Moralismus und dann die Moral,"Identitäres Denken befördert leider oft das, was es zu überwinden behauptet: das Trennende. Über ein tiefsitzendes Missverständnis. Gastkommentar von Jürg Halter",5519,2021,"Je mehr man von einer klar definierten, keine Abweichungen duldenden Bubble lebt, sei diese nun linker, rechter, liberaler oder queerer Art, desto mehr hat man Angst, Widersprüche, die einem innerhalb der Bubble plötzlich auffallen, zu benennen.","05/30/2021, NZZ",4.3583436,1.603965,unlabeled
2021-10-28 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,4400,Darf man über Transmenschen Witze machen?,,4187,2021,"Darf man sich über Transgender lustig machen, wenn solche Reaktionen doch vermeintlich zeigen, dass es sich hier um eine besonders vulnerable Gruppe handelt?","10/28/2021, TA",4.063569,0.11544064,unlabeled
2021-06-14 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,10546,Wenn Moralismus zur Staatsräson wird,"Einst verfügten totalitäre Staaten, was gesagt und gedacht werden darf. In der Demokratie läuft es nun umgekehrt. Von Josef Joffe",10427,2021,"Das Aussenministerium nahm den Jahrestag des Mordes an dem Schwarzen George Floyd zum Anlass, Amerikas Rassismus hervorzuheben: das «tiefsitzende Unrecht, das im Kolonialismus und in der Unterdrückung (. . .)","06/14/2021, NZZ",5.7541513,1.6076638,unlabeled
2022-05-06 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,7016,Netflix ist eine falsche Verheissung,Schweizer Filmschaffende machen hervorragende Arbeit. Der Artenschutz ist kontraproduktiv,6781,2022,"Denn es handle sich mitnichten um eine Steuer, ganz gleich, wie unermüdlich die Gegenseite den Kampfbegriff bemühe.","05/06/2022, NZZ",2.8807888,1.6290473,unlabeled
2022-10-30 23:00:00+00:00,TA,Tages-Anzeiger,Zürich,German,10531,«Das sind Kampfbegriffe»,,9947,2022,Solche Konflikte gehören zum Wesen von gesellschaftlichen Entwicklungen und sozialen Bewegungen.,"10/30/2022, TA",2.8958704,2.429061,unlabeled
2022-10-11 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Zürich und Region,German,5977,Kritik am Diversity-Kurs des Schauspielhauses,Der Stadtrat muss über die wirtschaftlichen Konsequenzen der sinkenden Abo-Zahlen Auskunft geben,5799,2022,Das Schauspielhaus wolle die Vielfalt der Stadt und ihrer Menschen abbilden.,"10/11/2022, NZZ",2.2815084,5.626485,unlabeled
2022-08-02 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6768,Beyoncé macht den Feminismus tanzbar,Die Sängerin widmet ihr neues Album der Disco-Ära. Und erteilt den Männern eine Lektion,6543,2022,Sie kommen daher im authentisch-künstlichen Sound-Design der achtziger Jahre.,"08/02/2022, NZZ",1.048841,5.9762564,unlabeled
2001-11-09 23:00:00+00:00,TA,Tages-Anzeiger,Savoir-vivre,German,2337,Ruhekissen,,2242,2001,Welcher Soundtrack passt?,"11/09/2001, TA",0.86260915,6.1873217,unlabeled
2022-09-26 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,9508,Die Fast-Siegerpartei,In den USA haben die Demokraten ein grösseres Wählerreservoir als die Republikaner. Aber sie werden geschwächt durch Wahlrecht und Flügelkämpfe. Gastkommentar von Stephan Bierling,9387,2022,"Gemäss Verfassung entscheiden die Gliedstaaten über den Zuschnitt ihrer Wahlkreise, in denen jeweils der Kandidat mit den meisten Stimmen gewinnt.","09/26/2022, NZZ",6.055468,3.4044573,unlabeled
2021-11-25 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,19259,"Unheimliche Brüder, bigotte Schwestern","Die islamistische Muslimbruderschaft und ihre Sympathisanten streben in Europa nach Macht und Einfluss. Offiziell hat niemand etwas mit ihnen zu tun, aber die Realität sieht anders aus. Von Lucien Scherrer",19021,2021,"Peitsche für Homosexuelle Ramadan ist der Enkel des Ur-Muslimbruders Hasan al-Banna, er gilt als Vordenker eines formell gemässigten, im Kern jedoch nicht mit demokratischen Grundrechten kompatiblen Islam.","11/25/2021, NZZ",6.666862,0.8822555,unlabeled
2021-03-14 23:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,9913,«Ich verstehe die Wut»,,9716,2021,Was ist das Problem?,"03/14/2021, TA",0.2515501,4.2352276,unlabeled
2022-06-29 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,9351,Disney World zwischen Biederkeit und Regenbogen-Hype,"Ist der berühmte Vergnügungspark in Florida zu «woke», wie Republikaner behaupten, oder einfach eine Wohlfühldiktatur?",9111,2022,Überhaupt diese Fröhlichkeit!,"06/29/2022, NZZ",0.76519775,3.8128483,unlabeled
2004-10-10 22:00:00+00:00,TA,Tages-Anzeiger,,German,5902,Der gute Stoff regnet nur so auf ihn runter,,5727,2004,- Live am 3. 12. im X-tra Zürich.,"10/10/2004, TA",3.3120537,5.3450975,unlabeled
2022-12-05 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,6453,Die britischen Ordnungshüter geraten im Kulturkampf zwischen die Fronten,Eine Serie von Skandalen zeugt von rassistischen und sexistischen Entgleisungen von Polizisten,6271,2022,Anschliessend vergewaltigte und ermordete er sie in einem Wald.,"12/05/2022, NZZ",2.9689558,4.3119,unlabeled
2001-03-15 23:00:00+00:00,TA,Tages-Anzeiger,Kultur,German,4062,Wo Kleinbürger und Starkünstler sich treffen,,3954,2001,Rückkehr zu lokalen Wurzeln,"03/15/2001, TA",3.762405,4.695852,unlabeled
2022-06-12 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Medien,German,8802,Islamistische Medien sind jetzt plötzlich «woke»,Statt von der Scharia reden Sender wie al-Jazeera+ von LGBT-Rechten und Rassismus,8543,2022,"Kritik am «Woke-Islamismus» kommt aber auch von Nichtregierungsorganisationen, von denen viele einen muslimischen Hintergrund haben.","06/12/2022, NZZ",6.5585303,0.7790972,unlabeled
2001-03-07 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,,German,4435,«We are Nr. 1 . . .» - Zürcher Kunstszene in der Galerie Bob van Orsouw,,4352,2001,"Je greller und lauter die Signale, desto grösser die Chance, den in der urbanen Bilderflut Treibenden zu erreichen:","03/07/2001, NZZ",2.587486,3.77128,unlabeled
2022-12-30 23:00:00+00:00,TA,Tages-Anzeiger,Und jetzt?,German,17211,"«So wie bisher geht es nicht weiter, wir müssen neue Formen finden»",,16898,2022,Solche Entwicklungen sind äusserst bedrohlich.,"12/30/2022, TA",1.4591234,2.4799438,unlabeled
2022-09-25 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5633,Im Barock war die Welt schon einmal chaotisch,Die Epoche erinnert an unsere Zeiten auch wegen ihrer Krisen. Davon erzählt eine Ausstellung im Landesmuseum,5447,2022,Solche «Prestigeobjekte» wären heute undenkbar.,"09/25/2022, NZZ",1.2383251,2.547705,unlabeled
2022-08-25 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5549,Louis C. K. ist wieder O. K.,Der amerikanische Comedian zog sich nach einem Belästigungsskandal aus der Öffentlichkeit zurück. Nun hat er einen Spielfilm gedreht,5377,2022,"In Maine trifft der urbane, woke Wahl-New-Yorker auf die politisch unkorrekte kernamerikanische Verwandtschaft, und es tut sich der rot-blaue Graben auf, den man von den amerikanischen Präsidentschaftswahlen kennt.","08/25/2022, NZZ",6.3926663,3.770195,unlabeled
2022-04-10 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,6861,Zuschriften,,6765,2022,Kennt sich die FDP aber überhaupt aus in dem Bereich?,"04/10/2022, NZZ",5.1771126,3.5082614,unlabeled
2022-08-04 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,4251,Ein Wort des Anstosses,Nach einem Shitstorm ändert Beyoncé den Text eines neuen Songs. Damit beugt sie sich den Zensurforderungen einer Minderheit,4127,2022,"Aber sie bedient ein möglichst breites Publikum, das ihre Hits unabhängig von Ethnie, Nation, Alter usw. goutieren können soll.","08/04/2022, NZZ",0.8013961,6.4900208,unlabeled
2021-11-29 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,International,German,7540,In den USA grassiert eine Rhetorik der Gewalt,"Manche Republikaner suggerieren, der Bürgerkrieg stehe unmittelbar bevor, aber auch Linke tendieren zur Dämonisierung der Gegner",7320,2021,Bei den Demokraten und Unabhängigen ist dieser militante Anteil viel geringer.,"11/29/2021, NZZ",6.953595,3.1988847,unlabeled
2020-06-17 22:00:00+00:00,TA,Tages-Anzeiger,Meinungen,German,3785,Mobbing im Zeichen des «Guten»,,3608,2020,"Das Gebot ist, authentisch und nahe beim User zu kommunizieren, sich als Teil einer Community zu präsentieren.","06/17/2020, TA",2.937968,1.9925622,unlabeled
2021-11-25 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,19259,"Unheimliche Brüder, bigotte Schwestern","Die islamistische Muslimbruderschaft und ihre Sympathisanten streben in Europa nach Macht und Einfluss. Offiziell hat niemand etwas mit ihnen zu tun, aber die Realität sieht anders aus. Von Lucien Scherrer",19021,2021,Und die Schweiz müsse Karikaturen über «Gott und den Propheten» verbieten.,"11/25/2021, NZZ",3.0937102,5.0250845,unlabeled
2021-11-12 23:00:00+00:00,TA,Tages-Anzeiger,Hintergrund,German,9850,Mit links verloren,,9488,2021,"«Die Republikaner haben uns unser ureigenes Thema Bildung abgenommen», sagt der demokratische Politikberater.","11/12/2021, TA",6.6615424,3.4822364,unlabeled
2022-07-21 22:00:00+00:00,TA,Tages-Anzeiger,Kultur & Gesellschaft,German,7320,Angriff auf Herzogin Meghan,,7001,2022,Auf dem Buchcover wird er als «Grossbritanniens Top-Investigativautor» bezeichnet.,"07/21/2022, TA",5.192414,4.8600783,unlabeled
2022-05-31 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5628,Therapie für alle,Rammstein feiert im ausverkauften Stadion Letzigrund die modernen Antihelden – und jeder ist mitgemeint,5425,2022,Irgendwann wird die Geduld belohnt.,"05/31/2022, NZZ",1.06372,2.8872073,unlabeled
2022-06-03 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Wirtschaft,German,7401,"«Am Anfang spielte ich nach den Regeln der anderen, später habe ich sie geändert»",Simona Scarpaleggia ist die Gewinnerin des diesjährigen Ehrenpreises für Frauen des Swiss Economic Forum,7174,2022,"Insgesamt, so Scarpaleggia, gäben die Komponenten ein rundes Bild, und man sehe, wo ein Unternehmen stehe.","06/03/2022, NZZ",2.5418346,3.6008239,unlabeled
2022-08-02 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6768,Beyoncé macht den Feminismus tanzbar,Die Sängerin widmet ihr neues Album der Disco-Ära. Und erteilt den Männern eine Lektion,6543,2022,"Seit sie vor über 20 Jahren mit der Gesangsgruppe Destiny’s Child ihre interstellar anmutende Karriere begann, hat sich Beyoncé immer und immer wieder durchgesetzt.","08/02/2022, NZZ",0.7463928,6.579907,unlabeled
2022-02-16 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,9937,«Antirassismus ist zur Religion geworden»,"John McWhorter sagt Dinge, die man nicht sagen darf. Auch dann nicht, wenn man, wie er, schwarz ist. Von Thomas Ribi",9823,2022,"Rassismus heisse nicht nur Vorurteile, sondern vor allem auch gesellschaftliche Ungerechtigkeit, sagt McWhorter.","02/16/2022, NZZ",5.1019154,1.3489484,unlabeled
2022-02-06 23:00:00+00:00,TA,Tages-Anzeiger,Hintergrund,German,9674,Cancel-Culture auf Russisch,,9318,2022,Der Bruder des inhaftierten Kremlgegners Alexei Nawalny ist in Russland zur Fahndung ausgeschrieben worden.,"02/06/2022, TA",6.2068024,4.256955,unlabeled
2020-01-10 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,8434,Die moralische Rampensau – ein Phänotyp der Stunde,Gastkommentar,8346,2020,Gibt es überhaupt einen klaren Unterschied?,"01/10/2020, NZZ",0.004657347,4.438237,unlabeled
2022-10-02 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6735,«Mad Heidi» platzt in die heile Festivalwelt,"Einst hat das Zurich Film Festival viele Leute geärgert, nun mögen es alle. Es wäre an der Zeit, sich wieder unbeliebt zu machen",6457,2022,Trotzdem: Als parodistische Pastiche des Exploitationfilms vorab aus den siebziger Jahren ist «Mad Heidi» hervorragend gemacht.,"10/02/2022, NZZ",3.1000905,6.034755,unlabeled
2022-05-20 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Front,German,8389,Inflation des Leichtsinns,"Die Preise steigen weltweit in hohem Tempo. Dies nur mit dem Ukraine-Krieg zu erklären, taugt nicht als Ausrede. Vielmehr haben die grossen Zentralbanken während Jahren geradezu fahrlässig gehandelt. Das rächt sich nun.",8307,2022,"Von Überheblichkeit dürfte die Rede sein, aber auch von Geschichtsblindheit und Naivität.","05/20/2022, NZZ",2.1566315,1.8683181,unlabeled
2022-08-02 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,6768,Beyoncé macht den Feminismus tanzbar,Die Sängerin widmet ihr neues Album der Disco-Ära. Und erteilt den Männern eine Lektion,6543,2022,Das Sound-Design aber ficht das nicht an:,"08/02/2022, NZZ",0.93416595,5.8225517,unlabeled
2020-11-20 23:00:00+00:00,NZZ,Neue Zürcher Zeitung,Meinung und Debatte,German,10363,Mein Abschied von China,,10258,2020,Die Partei ist der Staat und umgekehrt.,"11/20/2020, NZZ",3.9113474,2.7212007,unlabeled
2022-08-05 22:00:00+00:00,NZZ,Neue Zürcher Zeitung,Feuilleton,German,5244,Ein 90-Millionen-Dollar-Film soll geschreddert werden,"«Batgirl» war bereits abgedreht, es fehlte nur noch die Postproduktion. Nun soll das Werk weder im Kino noch über Streaming gezeigt werden",5086,2022,"Statt weiterhin Geld mit der Postproduktion, mit der Distribution und der Werbung zu verbraten, entschied sich Warner nun dazu, den Film ganz einzustampfen.","08/05/2022, NZZ",3.4581285,6.7457657,unlabeled
